Unnamed: 0,TICKER,Year,Avg_Annual_ROE
7,ADVANC,2022,33.1906062803023
17,AOT,2022,-11.236297852519028
23,AWC,2022,3.900362841430475
33,BBL,2022,5.68762674658225
43,BCP,2022,21.777480888543025
53,BDMS,2022,13.436595024469849
63,BEM,2022,4.7524321083278895
71,BGRIM,2022,0.3471425692598027
81,BH,2022,19.001208644333477
91,BJC,2022,3.823634007324468
101,BTS,2022,5.12498131537922
111,CBG,2022,24.809113989360323
121,CENTEL,2022,-2.6555386123010565
131,CPALL,2022,14.5946896307431
141,CPF,2022,5.464850609474783
151,CPN,2022,11.058142403843776
156,CRC,2022,7.26113679254965
166,DELTA,2022,26.2453341475084
176,EA,2022,20.28279265824225
186,EGCO,2022,4.204027930951725
196,GLOBAL,2022,18.04127786964525
206,GPSC,2022,3.0750605231900394
214,GULF,2022,10.54089090735649
224,HMPRO,2022,26.05857437529735
234,INTUCH,2022,27.27570886208457
237,ITC,2022,33.1913081588152
247,IVL,2022,23.247977630967377
257,KBANK,2022,8.224571676889179
267,KTB,2022,8.126270986384815
277,KTC,2022,23.71992297739245
287,LH,2022,15.504354793204474
297,MINT,2022,-3.71872408224291
307,MTC,2022,19.849006792745477
311,OR,2022,12.276524399486
318,OSP,2022,12.97897141195655
328,PTT,2022,10.053168576630926
338,PTTEP,2022,13.107868969406844
348,PTTGC,2022,3.435962257812053
358,RATCH,2022,8.852154806780755
361,SCB,2022,8.699085264356937
371,SCC,2022,8.662974392655675
376,SCGP,2022,7.421625058783977
380,TIDLOR,2022,16.319676280563023
390,TISCO,2022,17.370257522855752
393,TLI,2022,10.6762888439178
403,TOP,2022,23.726557489028277
415,TTB,2022,5.908703521048538
425,TU,2022,12.4308809708002
435,WHA,2022,11.240522707151476
